,index,Unnamed: 0,home,fg_r,fga_r,3p_r,3pa_r,3p_max_r,ft_r,fta_r,orb_r,drb_r,ast_r,stl_r,blk_r,tov_r,fg_opp_r,fga_opp_r,3p_opp_r,3pa_opp_r,3p_max_opp_r,ft_opp_r,fta_opp_r,orb_opp_r,drb_opp_r,ast_opp_r,stl_opp_r,blk_opp_r,tov_opp_r,team,team_opp,date,PointDifference,Line,Covered
411,411,1519,0,40.2,92.0,12.4,38.8,4.2,23.0,27.6,12.4,30.4,24.2,9.6,2.8,13.4,41.6,83.8,12.6,36.0,3.8,21.6,27.0,9.2,35.6,28.0,8.0,5.8,17.0,NYK,UTA,11/15/2022,-7,4.0,1
412,412,1993,1,45.0,87.8,15.8,38.6,4.6,21.2,25.8,7.8,31.2,30.2,9.6,2.8,13.0,42.8,86.6,12.4,32.8,5.0,19.2,23.2,9.0,31.6,25.2,6.0,3.6,16.4,SAC,BKN,11/15/2022,-32,-2.0,1
413,413,172,0,38.6,82.2,11.6,30.6,3.8,19.2,24.8,8.4,31.6,25.2,8.6,4.8,13.6,38.8,85.8,13.2,34.0,4.6,18.2,23.0,10.8,33.4,25.0,5.6,3.8,15.6,BKN,SAC,11/15/2022,32,2.0,0
414,414,1915,1,38.4,78.2,13.4,33.6,5.4,19.8,26.6,8.8,33.4,24.4,6.4,2.6,14.0,38.4,84.0,11.4,35.8,4.4,16.6,21.2,10.4,29.0,25.6,7.8,3.4,13.6,POR,SAS,11/15/2022,-7,-8.0,0
415,415,966,0,38.0,78.0,13.2,33.6,4.2,21.0,26.6,6.4,34.0,22.6,7.2,4.2,15.4,39.4,84.0,13.6,34.6,5.2,15.0,22.8,8.4,32.8,24.4,9.0,2.8,14.0,LAC,DAL,11/15/2022,2,6.5,1
416,416,1440,1,41.6,87.4,10.6,29.6,3.2,19.0,24.0,10.8,32.6,26.0,6.6,4.6,13.0,40.4,85.8,12.4,36.0,4.2,17.6,22.0,10.2,33.8,24.2,6.4,6.0,15.4,NOP,MEM,11/15/2022,-11,-2.0,1
417,417,1124,0,42.2,93.0,10.8,34.4,3.4,12.4,17.8,13.8,35.4,22.6,5.8,4.6,14.0,40.2,87.2,14.2,36.4,4.6,15.2,21.2,8.6,32.8,28.4,6.8,5.2,13.2,MEM,NOP,11/15/2022,11,2.0,0
418,418,488,1,35.4,80.8,14.4,40.6,5.8,16.4,22.8,7.6,29.4,20.0,10.0,2.2,12.2,36.4,76.2,11.0,27.8,4.6,19.0,24.2,8.2,35.6,22.0,6.6,4.0,16.2,DAL,LAC,11/15/2022,-2,-6.5,0
419,419,2074,0,42.6,90.0,11.0,34.0,4.2,13.2,18.4,13.0,30.6,27.0,7.6,6.2,18.4,43.4,90.2,14.4,35.2,5.0,15.0,19.6,12.2,31.8,27.2,8.0,4.0,15.8,SAS,POR,11/15/2022,7,8.0,1
420,420,2311,1,41.4,84.8,13.8,31.8,4.0,16.2,21.6,8.8,37.8,26.2,6.0,6.0,14.8,41.0,91.6,12.4,35.6,3.8,11.6,16.8,10.8,32.4,24.8,6.4,4.8,13.0,WAS,OKC,11/16/2022,1,-5.0,0
421,421,1599,0,49.6,94.2,15.4,34.6,3.8,15.8,20.6,10.8,34.2,26.2,7.2,6.6,17.0,45.2,94.6,13.0,33.6,3.4,22.6,27.4,11.8,31.4,25.8,11.4,5.0,15.6,OKC,WAS,11/16/2022,-1,5.0,1
422,422,2154,1,40.2,90.4,9.6,32.4,3.6,22.0,27.0,16.0,27.2,20.6,9.8,6.4,14.4,40.2,80.4,13.2,36.0,3.6,21.2,27.2,11.4,29.8,27.0,7.2,5.0,19.6,TOR,MIA,11/16/2022,-8,-3.0,1
423,423,1203,0,40.4,83.2,13.6,36.8,4.6,20.2,23.8,8.6,27.6,24.6,7.6,3.2,13.8,43.8,87.0,12.0,33.8,4.8,12.6,16.6,10.4,31.8,24.0,5.8,2.8,15.0,MIA,TOR,11/16/2022,8,3.0,0
424,424,1836,1,41.8,90.0,14.0,34.4,4.6,13.6,16.0,11.0,29.6,25.4,7.8,4.8,12.2,39.0,83.0,13.8,33.4,5.2,20.8,24.0,11.0,32.6,24.8,4.4,4.6,15.6,PHX,GSW,11/16/2022,-11,2.5,1
425,425,727,0,43.0,88.0,17.2,41.6,6.0,14.4,16.8,7.0,36.0,29.8,5.8,3.6,15.2,40.2,92.0,13.8,37.4,4.0,18.0,23.6,12.4,34.4,26.2,6.8,3.8,13.6,GSW,PHX,11/16/2022,11,-2.5,0
426,426,1679,1,40.4,83.6,11.6,30.0,3.6,17.2,21.4,11.6,34.6,22.8,3.8,5.2,17.6,40.8,88.6,13.4,40.6,5.0,16.2,21.0,10.2,26.6,24.0,12.0,5.4,11.4,ORL,MIN,11/16/2022,18,8.0,0
427,427,1361,0,41.6,81.6,10.8,31.6,4.4,22.4,28.0,7.6,31.8,28.2,8.2,5.6,14.6,42.4,91.2,13.6,37.0,6.0,20.6,25.6,12.4,30.0,25.0,8.6,2.8,13.2,MIN,ORL,11/16/2022,-18,-8.0,1
428,428,1441,1,40.6,85.0,11.2,29.4,3.6,20.8,25.4,10.6,33.4,25.6,6.0,5.0,13.6,40.6,86.4,10.2,32.8,3.8,15.6,20.8,9.6,32.8,22.6,5.6,4.6,14.4,NOP,CHI,11/16/2022,-14,-1.5,1
429,429,251,0,42.0,85.0,9.2,29.0,3.4,14.6,18.2,9.0,31.6,25.8,5.6,6.0,16.6,42.6,87.4,10.4,28.8,4.6,19.4,24.6,11.6,31.4,27.0,8.8,6.2,13.6,CHI,NOP,11/16/2022,14,1.5,0
430,430,409,0,40.4,86.8,12.8,30.2,6.4,18.4,24.6,11.6,30.4,24.4,5.8,2.8,12.6,41.4,81.0,15.4,35.2,5.2,20.6,27.6,7.6,32.0,26.8,7.0,3.8,11.8,CLE,MIL,11/16/2022,15,2.0,0
431,431,568,1,43.2,86.0,11.8,29.2,4.6,17.4,21.4,8.6,32.0,27.4,8.2,4.6,15.2,43.0,86.6,11.2,33.6,4.4,16.4,21.8,9.0,31.8,27.4,9.4,4.8,14.8,DEN,NYK,11/16/2022,3,-2.5,0
432,432,1520,0,39.8,91.0,10.2,36.0,3.2,23.2,28.8,11.8,30.4,23.8,9.4,3.4,11.6,41.2,84.0,13.2,35.4,4.0,21.0,26.2,10.0,35.4,26.0,7.2,5.2,16.6,NYK,DEN,11/16/2022,-3,2.5,1
433,433,489,1,35.2,86.8,14.4,46.0,5.8,16.0,21.8,7.8,28.6,20.6,10.4,2.0,9.0,36.4,75.2,11.0,26.4,4.2,20.4,25.2,7.2,41.0,21.8,4.2,6.8,17.6,DAL,HOU,11/16/2022,9,-6.5,0
434,434,807,0,39.4,82.2,12.8,34.2,3.4,19.6,25.8,11.8,33.8,25.0,7.4,7.8,19.2,40.2,90.6,12.2,38.2,4.4,22.6,26.8,13.4,27.6,24.0,9.4,4.0,13.2,HOU,DAL,11/16/2022,-9,6.5,1
435,435,331,1,41.6,90.2,10.4,35.6,5.0,15.8,20.4,12.0,30.0,24.0,8.2,3.8,14.4,41.6,85.6,12.4,35.0,4.4,21.2,27.2,10.8,31.4,26.2,7.0,5.2,14.6,CHA,IND,11/16/2022,12,1.0,0
436,436,14,1,43.2,95.8,6.8,26.0,2.0,17.6,20.8,13.4,34.8,21.4,5.2,3.6,13.0,40.4,85.4,11.6,33.6,3.8,22.2,27.2,8.2,35.4,23.2,6.6,5.4,14.2,ATL,BOS,11/16/2022,25,0.0,0
437,437,93,0,46.0,90.6,16.6,42.8,5.2,17.0,20.8,8.6,36.6,28.4,6.6,5.6,10.8,41.0,93.8,10.6,32.4,3.2,18.4,23.0,12.2,34.2,21.2,4.6,3.6,11.4,BOS,ATL,11/16/2022,-25,0.0,1
438,438,1281,1,38.6,91.8,12.8,37.4,4.6,19.2,25.8,12.4,36.0,23.4,5.8,6.0,15.2,43.8,94.2,12.0,30.6,4.2,16.2,19.6,11.2,35.2,22.8,6.8,7.2,12.2,MIL,CLE,11/16/2022,-15,-2.0,1
439,439,885,0,42.0,85.2,15.6,40.0,5.0,18.8,23.8,8.8,34.4,29.8,7.4,6.6,17.4,40.4,90.8,11.2,33.8,3.4,20.0,23.2,12.4,31.4,23.8,9.4,5.0,15.6,IND,CHA,11/16/2022,-12,-1.0,1
440,440,1994,1,47.2,86.2,15.4,36.6,4.8,20.6,24.8,7.2,30.6,31.0,9.2,3.0,13.4,43.2,85.8,11.8,30.4,4.4,18.2,21.4,8.8,28.6,25.4,6.6,4.0,17.0,SAC,SAS,11/17/2022,-18,-7.0,1
441,441,2075,0,43.2,90.4,10.8,32.6,4.0,12.8,17.2,12.4,30.0,26.6,6.4,6.4,17.2,43.6,89.2,15.2,36.4,5.0,16.8,20.4,11.8,31.6,26.2,6.6,2.8,14.2,SAS,SAC,11/17/2022,18,7.0,0
442,442,1916,1,38.0,82.4,12.8,33.4,5.2,20.6,27.8,9.6,33.0,23.4,6.8,3.2,12.2,38.4,83.0,10.8,33.8,4.6,17.6,22.8,10.4,32.0,26.4,6.4,4.0,15.0,POR,BKN,11/17/2022,2,-3.0,0
443,443,967,1,36.6,78.4,12.0,32.0,3.8,20.4,25.8,7.6,36.8,22.2,5.8,4.0,17.2,37.4,85.0,11.6,34.2,4.0,15.8,23.4,8.4,31.8,21.6,9.6,3.8,13.0,LAC,DET,11/17/2022,-5,-11.0,0
444,444,173,0,39.6,82.0,11.8,30.6,4.0,20.0,25.6,6.6,36.0,27.2,6.8,4.8,14.4,39.6,90.0,13.4,35.6,4.4,18.6,23.6,10.0,33.8,25.8,6.0,4.2,13.0,BKN,POR,11/17/2022,-2,3.0,1
445,445,649,0,35.8,84.6,9.2,32.8,2.6,26.0,33.8,11.8,32.8,19.6,6.8,4.2,14.0,40.2,87.2,13.0,38.2,4.4,22.0,25.2,11.0,34.0,25.0,5.2,4.0,13.0,DET,LAC,11/17/2022,5,11.0,1
446,446,2234,1,42.4,91.2,14.4,38.0,4.8,16.8,22.4,12.8,32.0,28.8,5.0,4.2,15.6,45.6,93.4,9.6,29.8,2.8,18.4,22.0,11.2,33.6,25.4,8.0,7.2,11.6,UTA,PHX,11/18/2022,-1,1.0,1
447,447,2312,1,41.2,88.0,15.8,37.2,4.8,14.4,18.4,8.4,39.6,28.6,6.8,5.6,15.0,39.6,91.0,13.6,37.8,4.2,14.4,20.0,9.4,35.4,24.0,6.0,4.2,12.8,WAS,MIA,11/18/2022,-1,-7.5,0
448,448,1204,0,39.4,86.0,13.0,37.6,4.6,22.6,27.2,9.6,30.8,23.6,6.6,3.6,13.6,44.4,91.8,11.8,35.6,4.8,11.0,15.2,11.2,34.4,25.2,5.6,3.2,14.4,MIA,WAS,11/18/2022,1,7.5,1
449,449,1837,0,45.2,94.2,14.6,36.6,4.8,15.2,17.2,12.2,29.4,27.4,7.6,5.0,12.4,43.0,85.2,14.6,33.2,5.2,18.8,22.6,10.2,31.0,26.8,4.6,4.0,15.8,PHX,UTA,11/18/2022,1,-1.0,0
450,450,1758,1,37.4,80.8,8.6,27.4,3.6,22.8,28.8,8.0,32.8,22.0,8.4,7.0,14.8,37.8,86.8,8.2,28.4,2.6,16.4,23.2,11.0,34.2,20.6,6.2,4.0,15.6,PHI,MIL,11/18/2022,-8,1.5,1
451,451,1282,0,39.6,92.4,12.6,36.6,4.6,18.2,26.8,12.8,35.8,23.6,6.4,5.6,14.0,42.6,90.0,12.4,30.4,4.2,16.8,21.4,10.0,35.0,23.8,5.6,7.6,13.4,MIL,PHI,11/18/2022,8,-1.5,0
452,452,1442,1,40.8,85.6,13.2,32.6,4.4,17.2,20.8,9.4,32.0,26.4,7.0,4.6,12.6,40.0,86.0,12.8,36.6,4.4,15.4,20.6,10.6,34.0,23.6,5.8,3.6,14.8,NOP,BOS,11/18/2022,8,3.0,0
453,453,94,0,44.8,90.0,17.0,42.8,5.2,16.8,20.0,9.2,36.6,27.8,6.8,5.4,11.8,42.2,93.4,11.8,32.8,3.8,14.2,17.6,10.6,33.6,23.0,5.8,3.6,11.6,BOS,NOP,11/18/2022,-8,-3.0,1
454,454,1125,1,41.8,93.4,10.6,33.4,3.4,16.4,23.0,15.6,36.0,22.4,5.8,5.2,14.0,41.6,90.0,14.0,35.8,4.4,12.8,17.8,8.8,32.2,30.0,6.8,5.8,12.2,MEM,OKC,11/18/2022,-11,-6.5,1
455,455,1044,1,41.8,85.4,9.4,25.6,3.2,22.0,26.6,9.6,31.6,23.4,6.0,4.2,14.0,43.6,87.0,11.6,33.6,3.8,20.6,26.4,8.8,31.2,26.0,8.8,5.4,13.4,LAL,DET,11/18/2022,-7,-6.5,1
456,456,1600,0,48.6,91.2,14.0,32.4,3.2,14.8,19.0,9.2,33.4,28.2,6.4,6.6,16.4,43.0,92.0,12.4,34.2,3.4,24.6,31.0,13.0,30.6,25.6,10.6,5.0,14.6,OKC,MEM,11/18/2022,11,6.5,0
457,457,808,1,36.0,82.0,9.2,30.2,2.8,21.4,27.2,11.8,35.6,21.8,7.2,7.4,18.6,37.8,90.6,12.2,41.4,4.2,21.8,26.0,13.6,29.0,23.6,9.6,5.2,12.4,HOU,IND,11/18/2022,8,5.5,0
458,458,886,0,41.2,85.6,15.6,40.4,4.8,20.0,24.6,10.2,33.6,29.2,7.6,7.6,16.6,40.0,91.8,10.2,31.6,3.0,20.2,24.4,13.6,31.6,23.4,9.0,5.4,15.2,IND,HOU,11/18/2022,-8,-5.5,1
459,459,728,1,42.4,88.6,18.0,44.0,5.6,13.8,16.6,7.8,35.8,30.6,6.4,3.4,15.4,38.8,91.2,12.8,36.2,4.0,19.4,24.6,13.2,34.0,24.6,6.6,5.2,14.8,GSW,NYK,11/18/2022,-10,-7.5,1
460,460,1521,0,40.2,91.0,9.6,34.2,3.0,26.2,30.4,12.2,29.8,22.8,10.0,4.0,11.8,41.0,84.8,14.0,38.6,3.8,20.4,26.2,10.2,34.4,26.4,6.6,4.8,17.0,NYK,GSW,11/18/2022,10,7.5,0
461,461,490,1,38.0,85.2,14.8,44.0,5.6,18.0,23.6,8.2,31.2,23.0,8.6,1.8,10.2,36.8,78.6,11.4,28.2,4.4,20.2,24.6,9.0,36.6,22.6,4.8,5.8,16.2,DAL,DEN,11/18/2022,-28,-10.0,1
462,462,569,0,41.4,86.4,12.2,30.4,4.4,17.4,21.0,9.6,30.2,25.6,6.2,3.4,13.4,43.6,85.6,11.4,33.4,4.0,18.6,23.8,8.2,33.8,27.0,7.6,4.4,12.0,DEN,DAL,11/18/2022,28,10.0,0
463,463,410,1,41.6,88.6,11.2,29.2,5.4,20.6,26.8,11.0,31.4,23.6,6.2,4.0,13.0,42.2,87.2,14.8,36.4,5.2,20.2,26.8,10.2,33.8,27.8,7.6,4.6,12.8,CLE,CHA,11/18/2022,-10,-9.5,1
464,464,332,0,43.6,94.0,11.2,36.4,5.0,16.4,20.4,11.4,32.8,24.6,8.4,4.4,15.0,43.4,89.0,11.8,33.8,3.8,23.6,28.6,10.6,32.6,25.6,7.6,6.0,15.0,CHA,CLE,11/18/2022,10,9.5,0
465,465,252,1,42.2,85.2,7.6,26.0,3.0,16.4,20.6,8.6,32.0,25.8,5.8,5.2,15.4,41.4,82.2,10.8,27.0,4.4,20.4,25.0,8.2,32.6,26.4,7.4,5.6,15.0,CHI,ORL,11/18/2022,1,-8.5,0
466,466,1680,0,39.0,82.6,11.6,30.6,3.4,16.2,19.6,10.6,36.4,22.4,3.2,5.8,17.0,39.8,89.0,9.6,35.2,4.4,16.6,21.0,10.0,28.0,23.2,11.4,5.4,9.6,ORL,CHI,11/18/2022,-1,8.5,1
467,467,650,0,37.0,85.2,10.0,33.0,3.2,24.6,32.2,10.8,31.6,22.0,7.2,4.4,14.2,39.4,85.2,10.8,33.0,3.6,25.8,29.0,10.8,34.4,24.6,4.6,4.6,13.8,DET,LAL,11/18/2022,7,6.5,0
468,468,1362,0,42.0,82.4,11.0,30.6,4.2,22.4,28.0,8.4,31.8,28.2,8.6,4.4,14.6,41.4,87.6,12.6,33.8,5.4,21.4,27.0,11.4,30.2,24.0,8.0,2.6,14.4,MIN,PHI,11/19/2022,-3,-3.5,0
469,469,2235,0,42.0,90.6,13.8,38.0,4.8,16.8,22.2,12.4,31.4,28.0,5.2,3.8,15.6,43.2,88.2,10.6,32.6,3.2,21.0,25.2,9.8,32.8,26.0,9.2,7.8,12.8,UTA,POR,11/19/2022,-5,4.0,1
470,470,1759,1,38.0,79.0,9.0,27.4,3.2,23.0,29.0,5.8,33.2,21.8,9.4,6.0,16.2,39.4,89.2,9.4,31.8,2.8,16.8,23.6,11.4,35.0,22.4,6.4,3.4,16.4,PHI,MIN,11/19/2022,3,3.5,1
471,471,968,1,37.2,78.4,13.8,33.4,4.2,18.4,24.4,7.8,35.4,23.8,5.6,2.8,16.6,36.6,84.8,11.0,33.0,3.8,17.2,24.2,9.8,30.4,20.8,9.0,3.8,13.0,LAC,SAS,11/19/2022,-22,-9.0,1
472,472,1917,1,37.8,84.0,13.2,35.0,4.8,22.2,28.2,10.0,32.2,23.2,8.0,4.0,12.2,40.0,83.0,11.6,33.6,4.8,18.2,22.6,8.6,33.8,26.8,5.6,4.2,15.4,POR,UTA,11/19/2022,5,-4.0,0
473,473,887,1,40.8,86.4,14.8,40.0,4.6,18.6,23.8,10.6,32.6,28.0,7.4,7.2,16.2,38.2,90.6,10.6,33.2,3.4,21.6,26.2,13.2,31.6,20.2,9.2,5.8,15.0,IND,ORL,11/19/2022,-1,-7.5,0
474,474,1681,0,39.6,86.2,13.2,34.8,4.0,17.2,20.6,12.0,33.4,21.6,4.6,5.8,15.2,41.6,90.0,11.0,36.0,4.6,17.0,21.0,11.6,29.0,25.2,9.6,5.8,11.8,ORL,IND,11/19/2022,1,7.5,1
475,475,15,1,42.2,92.4,6.6,25.4,2.0,20.8,25.0,12.2,35.2,21.2,5.2,3.6,13.6,41.2,88.2,9.8,33.2,3.4,21.8,26.8,9.0,35.4,23.2,7.8,5.4,14.2,ATL,TOR,11/19/2022,-2,-5.5,0
476,476,2155,0,41.4,91.6,8.2,31.0,3.0,22.2,27.4,15.0,28.4,22.2,9.6,5.8,14.4,42.0,82.0,12.8,34.0,3.6,21.0,27.4,10.4,31.0,25.8,6.4,4.6,19.2,TOR,ATL,11/19/2022,2,5.5,1
477,477,2076,0,41.0,88.2,9.8,30.4,3.8,13.2,16.8,12.8,30.4,25.0,5.6,6.4,17.8,42.4,85.8,16.6,38.0,5.0,16.8,21.6,9.6,30.2,27.8,7.6,2.6,12.8,SAS,LAC,11/19/2022,22,9.0,0
478,478,2313,1,41.0,89.8,16.0,38.0,4.6,13.2,18.0,9.6,37.8,27.4,7.0,7.2,15.0,40.0,93.8,11.6,34.8,3.4,15.0,20.4,11.0,35.8,24.0,5.2,5.0,13.0,WAS,CHA,11/20/2022,-4,-4.5,0
479,479,1045,1,42.8,86.0,10.0,27.6,3.4,20.8,25.4,9.2,36.2,26.2,5.6,3.6,13.8,41.2,89.0,9.8,32.8,3.4,17.8,24.0,9.4,31.2,25.2,8.2,4.4,12.6,LAL,SAS,11/20/2022,-31,-6.0,1
480,480,333,0,42.8,96.4,10.0,35.0,4.2,17.2,21.0,12.8,31.6,23.8,8.6,5.0,13.6,43.6,89.6,12.4,33.4,4.2,20.4,25.0,11.8,33.6,25.2,7.0,8.4,16.4,CHA,WAS,11/20/2022,4,4.5,1
481,481,1995,1,48.6,88.0,14.4,35.8,4.8,20.8,24.8,8.4,32.8,30.8,7.6,2.2,13.8,43.4,86.4,12.6,31.0,4.0,18.8,22.0,8.4,27.6,24.6,6.6,4.4,15.8,SAC,DET,11/20/2022,-8,-10.5,0
482,482,651,0,39.0,87.0,11.6,32.6,3.4,22.4,28.6,10.4,30.4,21.6,6.8,3.8,13.6,40.4,83.4,11.2,32.0,3.8,26.6,30.2,9.2,34.8,25.8,4.0,4.0,13.8,DET,SAC,11/20/2022,8,10.5,1
483,483,1838,1,44.4,95.0,14.8,37.4,4.8,14.0,16.8,14.6,31.8,28.2,6.2,6.0,12.8,41.6,86.6,14.2,32.8,4.8,17.6,21.2,10.6,30.8,25.6,4.6,4.2,14.0,PHX,NYK,11/20/2022,-21,-6.0,1
484,484,1522,0,38.6,89.2,9.0,31.2,2.8,24.8,29.6,11.0,29.4,22.2,9.4,4.8,11.6,42.2,89.0,16.0,40.2,4.2,16.8,21.6,12.2,35.8,29.0,6.0,5.2,16.6,NYK,PHX,11/20/2022,21,6.0,0
485,485,2077,0,40.6,92.2,8.8,31.0,3.4,11.2,15.8,13.6,28.4,25.8,6.4,4.2,16.0,45.0,83.2,16.6,36.2,4.6,17.6,21.8,6.4,34.6,29.2,7.2,2.0,13.2,SAS,LAL,11/20/2022,31,6.0,0
486,486,1126,0,40.4,93.6,10.2,34.4,3.0,17.8,26.6,14.6,35.2,23.2,7.6,4.8,12.2,42.2,87.0,14.8,35.2,4.4,11.8,16.2,7.2,35.0,30.6,6.2,6.4,13.4,MEM,BKN,11/20/2022,12,7.5,0
487,487,729,0,43.6,89.4,19.8,46.2,6.4,13.8,16.8,7.8,35.0,32.4,7.0,3.8,16.0,39.6,90.8,14.2,39.2,4.4,20.2,24.8,12.8,34.2,24.4,8.0,4.8,15.2,GSW,HOU,11/20/2022,-7,-10.5,0
488,488,491,1,37.6,83.6,14.2,43.0,5.4,17.8,23.6,8.0,30.4,24.0,7.8,2.2,10.2,36.0,77.4,10.8,27.6,4.0,19.4,24.4,8.2,35.8,22.0,5.8,5.8,15.8,DAL,DEN,11/20/2022,1,-10.5,0
489,489,570,0,40.2,84.4,11.6,30.2,4.4,15.6,19.6,8.2,31.0,24.6,6.2,3.0,12.4,41.6,82.0,11.6,33.4,4.0,18.0,24.2,7.2,33.2,26.2,6.8,4.0,10.8,DEN,DAL,11/20/2022,-1,10.5,1
490,490,411,1,41.2,88.0,11.6,31.4,5.0,19.6,26.0,11.2,32.6,25.0,6.8,4.0,13.2,40.4,88.0,12.6,34.8,4.8,18.0,24.2,12.0,33.2,25.2,6.4,4.4,14.2,CLE,MIA,11/20/2022,-26,-7.0,1
491,491,1205,0,37.8,84.0,12.2,36.6,4.6,20.6,24.4,10.2,28.6,22.8,6.0,4.0,14.8,44.6,90.8,11.6,35.2,4.2,11.0,14.4,12.2,33.2,26.8,6.2,3.0,14.2,MIA,CLE,11/20/2022,26,7.0,0
492,492,174,1,41.2,81.2,12.2,30.6,3.6,19.4,24.6,5.4,35.2,27.8,5.6,4.8,15.2,42.6,92.4,13.4,34.4,4.2,18.6,24.6,10.4,33.0,27.2,7.6,3.4,12.0,BKN,MEM,11/20/2022,-12,-7.5,1
493,493,809,1,36.8,83.2,10.4,32.2,3.4,20.8,26.4,11.0,35.6,20.8,8.0,6.2,17.8,38.6,87.4,14.0,42.0,4.8,20.6,25.0,10.8,29.8,27.4,8.8,4.4,13.2,HOU,GSW,11/20/2022,7,10.5,1
494,494,1601,1,46.8,90.2,12.6,30.0,2.8,17.2,22.0,8.4,33.0,27.0,5.4,6.4,15.4,45.6,93.8,12.4,35.0,3.6,22.6,27.8,13.0,32.4,25.8,10.0,4.6,14.0,OKC,NYK,11/21/2022,10,-1.5,0
495,495,1523,0,39.2,89.2,9.2,31.8,3.0,22.2,27.0,11.2,31.8,21.4,8.8,4.8,11.6,39.8,89.0,14.2,38.8,4.2,18.2,24.0,13.6,34.4,27.8,5.2,5.2,15.6,NYK,OKC,11/21/2022,-10,1.5,1
496,496,1443,1,44.0,88.0,14.2,35.4,5.0,16.4,20.2,9.8,32.6,28.6,9.4,4.6,12.0,38.2,83.8,12.4,38.4,4.2,14.8,19.2,9.2,33.0,22.0,6.0,4.2,18.4,NOP,GSW,11/21/2022,-45,-11.0,1
497,497,730,0,40.8,86.2,18.6,45.4,6.2,14.2,17.4,7.0,34.0,30.4,7.8,3.8,17.6,40.0,90.8,14.0,40.2,4.6,20.8,25.2,13.2,34.8,24.2,9.4,5.4,15.0,GSW,NOP,11/21/2022,45,11.0,0
498,498,1363,1,41.2,83.8,12.0,34.6,4.2,20.6,25.6,8.0,32.6,29.0,9.6,4.4,14.4,39.0,86.2,11.6,34.4,5.2,21.6,29.0,11.8,31.8,23.0,7.8,3.0,15.2,MIN,MIA,11/21/2022,-4,-8.5,0
499,499,1206,0,35.0,83.4,11.2,36.0,3.8,21.0,26.2,10.8,28.0,21.6,6.4,4.0,15.4,42.8,89.8,12.6,38.4,4.2,11.6,15.2,12.6,33.4,27.8,7.2,3.6,15.4,MIA,MIN,11/21/2022,4,8.5,1
500,500,1283,1,39.0,88.4,11.0,35.0,4.0,17.6,27.4,12.6,33.4,24.4,7.2,5.8,13.6,41.4,86.4,10.4,27.2,3.8,17.0,21.4,9.2,32.8,22.8,4.8,6.4,13.8,MIL,POR,11/21/2022,-8,-9.5,0
501,501,1918,0,39.2,85.6,12.4,34.0,4.4,21.2,26.8,10.2,30.8,22.0,7.4,4.2,13.6,42.8,84.4,11.4,33.6,4.6,17.6,22.8,8.8,33.0,29.2,7.4,4.8,14.8,POR,MIL,11/21/2022,8,9.5,1
502,502,888,1,40.4,84.4,14.6,40.8,4.2,20.4,25.4,10.8,33.2,28.8,7.4,7.2,16.8,36.8,90.0,10.4,34.6,3.4,20.6,26.0,13.4,29.6,18.8,9.2,4.8,14.4,IND,ORL,11/21/2022,-21,-7.0,1
503,503,2236,0,41.2,89.6,13.4,37.6,4.8,19.2,24.8,14.2,30.2,25.8,6.0,4.2,16.6,43.8,88.8,9.2,30.2,3.0,21.2,25.0,11.0,30.6,25.8,9.2,7.4,14.2,UTA,LAC,11/21/2022,7,2.5,0
504,504,1682,0,38.2,86.8,12.4,35.2,4.0,18.4,22.6,12.6,30.4,21.0,6.2,5.4,16.0,42.6,88.2,11.0,36.8,4.4,20.2,24.6,11.8,30.8,27.2,10.0,6.0,13.8,ORL,IND,11/21/2022,21,7.0,0
505,505,412,1,42.2,83.6,12.0,29.2,5.2,19.8,25.4,9.0,33.0,24.8,7.2,4.0,15.0,40.0,89.0,11.8,34.4,4.2,18.8,24.8,12.4,31.0,24.2,7.6,4.4,14.6,CLE,ATL,11/21/2022,-12,-3.5,1
506,506,16,0,42.0,92.2,7.6,27.0,2.2,19.8,23.8,12.0,31.6,22.2,5.8,3.8,13.2,43.2,85.6,10.6,31.0,3.8,20.8,25.4,7.8,35.0,25.0,7.4,5.0,14.6,ATL,CLE,11/21/2022,12,3.5,0
507,507,253,1,43.0,87.0,8.6,26.2,3.2,15.8,20.2,8.4,32.6,25.0,6.4,4.0,13.4,41.8,82.6,12.8,31.4,4.2,19.6,24.0,8.2,34.0,27.2,6.0,5.0,15.2,CHI,BOS,11/21/2022,-14,5.5,1
508,508,95,0,42.4,89.4,17.6,45.4,5.0,16.2,19.4,8.2,36.0,27.4,6.8,5.2,13.4,43.0,92.8,12.2,32.8,3.8,14.0,17.6,10.0,36.8,23.0,7.2,3.6,12.8,BOS,CHI,11/21/2022,14,-5.5,0
509,509,969,1,39.8,79.6,13.4,32.0,4.2,18.8,24.2,8.2,34.0,24.6,6.0,2.8,16.6,36.6,86.0,10.2,33.6,3.8,18.8,24.8,11.8,29.2,19.8,8.8,3.6,14.0,LAC,UTA,11/21/2022,-7,-2.5,1
510,510,1760,1,40.2,82.2,11.0,27.8,4.0,20.6,26.2,8.0,31.8,22.6,9.2,5.8,14.6,40.4,87.6,10.0,32.2,3.0,14.6,21.6,10.0,32.6,24.8,5.8,5.6,15.8,PHI,BKN,11/22/2022,-9,7.5,1
511,511,1046,0,42.0,85.4,8.8,25.6,3.0,24.4,29.0,9.0,36.8,24.8,5.8,4.6,14.2,42.6,93.2,10.6,33.0,3.8,14.4,19.8,9.8,32.4,25.0,7.8,4.4,12.6,LAL,PHX,11/22/2022,10,9.5,0
