,index,Unnamed: 0,home,fg_r,fga_r,3p_r,3pa_r,3p_max_r,ft_r,fta_r,orb_r,drb_r,ast_r,stl_r,blk_r,tov_r,fg_opp_r,fga_opp_r,3p_opp_r,3pa_opp_r,3p_max_opp_r,ft_opp_r,fta_opp_r,orb_opp_r,drb_opp_r,ast_opp_r,stl_opp_r,blk_opp_r,tov_opp_r,team,team_opp,date,PointDifference,Line,Covered
2082,2082,1892,1,44.6,92.6,11.6,33.2,3.6,15.8,18.6,10.6,32.8,27.0,8.6,4.4,13.4,40.4,85.4,13.8,36.8,4.6,21.6,28.4,9.6,32.4,23.8,8.4,3.8,14.8,PHX,ORL,3/16/2023,-3,-8.0,0
2083,2083,1734,0,45.8,95.2,11.2,31.6,2.8,17.2,22.8,12.2,31.2,25.6,8.0,3.8,13.4,45.6,87.0,13.8,35.0,3.8,20.4,22.0,6.6,32.8,27.8,6.6,5.4,15.6,ORL,PHX,3/16/2023,3,8.0,1
2084,2084,1337,1,44.8,92.8,15.6,41.0,4.0,16.0,22.0,10.8,37.6,28.0,6.4,6.6,13.8,45.6,102.4,17.6,42.0,5.6,12.2,14.8,12.8,35.2,28.6,7.6,3.2,11.2,MIL,IND,3/16/2023,16,-12.0,0
2085,2085,704,1,41.6,93.4,10.8,30.4,4.0,12.4,17.4,16.0,28.6,23.0,7.6,4.4,14.6,42.6,87.8,8.4,29.8,3.6,19.8,27.4,13.4,34.4,24.8,8.6,7.2,12.4,DET,DEN,3/16/2023,19,14.5,0
2086,2086,624,0,43.0,86.6,10.8,31.0,4.2,16.2,21.8,10.2,30.8,28.6,8.2,5.0,12.6,45.4,89.0,12.4,31.6,5.2,15.2,18.8,10.6,31.2,27.6,9.6,1.8,12.4,DEN,DET,3/16/2023,-19,-14.5,1
2087,2087,227,1,38.6,88.2,14.6,38.8,4.0,20.6,26.2,9.0,33.0,23.4,7.8,4.0,11.6,42.8,94.6,12.8,37.0,4.0,18.2,24.4,14.8,38.2,26.6,6.6,6.2,13.2,BKN,SAC,3/16/2023,5,-2.5,0
2088,2088,2049,0,40.2,86.6,15.4,40.0,4.8,22.6,29.0,9.4,36.2,25.2,6.4,3.0,13.4,41.4,90.6,14.2,41.6,4.0,18.8,24.6,10.2,35.8,26.8,8.4,3.2,11.8,SAC,BKN,3/16/2023,-5,2.5,1
2089,2089,942,0,46.8,93.2,14.8,39.4,4.4,18.4,25.0,10.4,32.4,29.0,7.8,6.6,11.2,47.0,94.4,11.6,30.6,4.2,19.8,26.0,13.0,33.4,26.8,6.8,5.4,13.0,IND,MIL,3/16/2023,-16,12.0,1
2090,2090,862,1,44.0,91.8,10.4,29.4,3.8,16.6,23.2,14.4,34.0,23.0,7.8,3.4,14.2,40.8,89.0,13.6,38.2,4.2,21.6,25.2,10.0,29.0,24.2,8.2,7.4,11.0,HOU,NOP,3/17/2023,-2,5.5,1
2091,2091,2129,1,44.0,94.4,16.0,39.2,4.4,15.6,21.8,12.4,37.2,30.2,7.4,4.4,15.8,43.4,93.8,12.8,34.8,3.6,20.2,24.4,11.6,35.2,26.4,9.2,4.4,13.4,SAS,MEM,3/17/2023,6,9.0,1
2092,2092,1178,0,44.8,90.8,14.4,39.8,3.8,14.4,19.2,10.8,34.2,28.0,8.2,4.2,14.0,39.6,87.4,15.0,43.0,4.2,18.6,23.4,10.0,32.2,27.4,7.0,3.6,14.6,MEM,SAS,3/17/2023,-6,-9.0,0
2093,2093,1971,1,38.2,85.6,13.4,38.2,5.4,18.4,25.2,8.0,32.8,22.0,8.2,2.8,13.8,42.2,85.0,15.6,39.2,5.2,22.2,29.4,10.4,36.4,27.6,9.4,4.6,12.4,POR,BOS,3/17/2023,14,6.5,0
2094,2094,149,0,41.6,88.2,15.4,43.0,4.6,19.0,23.6,9.2,34.6,25.8,8.2,4.0,11.2,39.0,87.0,11.6,36.4,4.6,19.0,24.6,10.0,35.2,23.2,6.6,2.8,13.2,BOS,POR,3/17/2023,-14,-6.5,1
2095,2095,1101,1,41.0,85.0,11.8,33.8,4.8,20.8,26.4,10.8,29.6,24.0,7.4,3.6,13.6,43.4,89.2,11.2,34.2,3.6,13.4,18.4,12.0,30.0,23.8,8.8,3.2,13.2,LAL,DAL,3/17/2023,1,-3.5,0
2096,2096,546,0,39.2,85.6,15.2,40.4,5.0,16.4,21.2,8.0,33.0,24.4,5.2,2.8,12.8,42.6,88.6,11.0,31.2,4.0,17.2,23.6,11.2,34.8,25.8,7.0,4.2,12.4,DAL,LAL,3/17/2023,-1,3.5,1
2097,2097,1496,0,40.0,86.0,13.4,34.4,5.4,17.8,22.2,9.6,32.6,27.0,7.0,5.0,14.6,40.2,85.2,12.8,35.6,4.4,19.4,24.6,9.8,34.6,22.2,9.0,1.8,13.2,NOP,HOU,3/17/2023,2,-5.5,0
2098,2098,1417,0,43.8,92.0,12.4,34.4,4.8,17.2,25.2,9.0,33.8,29.4,8.0,6.6,12.6,42.2,89.4,11.6,29.0,3.6,23.8,28.8,10.4,38.4,20.2,7.4,5.2,12.8,MIN,CHI,3/17/2023,8,2.5,0
2099,2099,2366,0,40.6,83.2,8.0,27.4,3.8,17.0,20.0,7.0,33.6,25.2,7.0,5.4,13.8,42.8,89.2,10.4,28.4,3.6,16.4,20.4,11.6,30.2,25.8,8.6,5.8,10.8,WAS,CLE,3/17/2023,23,6.0,0
2100,2100,387,1,39.2,85.2,9.2,28.6,3.6,16.0,22.0,8.8,32.2,24.2,7.4,8.4,14.0,43.6,91.8,9.4,28.4,3.0,18.8,23.6,14.0,34.0,22.6,6.8,5.2,12.2,CHA,PHI,3/17/2023,39,10.5,0
2101,2101,1812,0,41.8,82.2,12.8,30.4,3.8,21.2,25.4,11.2,38.0,24.6,7.6,7.0,12.6,35.8,84.2,10.2,34.8,4.6,17.6,24.4,7.2,27.4,20.4,7.0,4.6,10.4,PHI,CHA,3/17/2023,-39,-10.5,1
2102,2102,305,1,44.8,88.0,12.0,28.8,4.0,20.6,24.0,9.0,35.4,24.0,8.8,4.8,12.2,42.0,89.0,16.6,40.4,5.2,15.4,21.6,9.8,31.6,28.0,6.4,4.4,14.0,CHI,MIN,3/17/2023,-8,-2.5,1
2103,2103,69,1,45.6,95.4,11.4,31.4,3.8,18.0,22.8,13.0,32.2,23.8,7.4,5.0,12.0,48.6,91.2,12.4,33.2,4.4,13.6,18.0,7.8,34.8,32.6,8.2,6.4,13.2,ATL,GSW,3/17/2023,-8,-3.0,1
2104,2104,783,0,44.6,92.6,17.0,43.0,6.0,14.4,18.8,11.6,34.0,28.4,8.0,4.6,15.8,46.4,96.8,15.0,37.4,3.6,16.2,21.6,12.4,32.8,29.2,8.2,4.6,12.0,GSW,ATL,3/17/2023,8,3.0,0
2105,2105,468,1,42.8,86.6,11.4,32.0,4.4,18.0,23.6,9.6,26.0,24.6,7.2,4.8,9.8,40.0,77.8,11.0,26.4,3.6,17.6,21.4,8.6,34.0,24.2,6.2,5.8,17.6,CLE,WAS,3/17/2023,-23,-6.0,1
2106,2106,1418,0,44.8,91.8,11.2,31.8,4.6,19.0,26.6,9.6,34.8,31.0,7.2,5.6,13.2,43.8,91.2,10.4,29.4,3.4,22.8,28.4,10.6,36.4,20.6,8.0,4.6,12.8,MIN,TOR,3/18/2023,15,9.0,0
2107,2107,2367,1,39.4,84.8,8.2,28.8,3.2,18.8,22.0,8.2,33.8,23.8,6.4,6.2,12.2,43.4,89.4,12.4,30.0,3.8,15.2,19.8,11.4,32.0,27.4,7.8,6.2,10.2,WAS,SAC,3/18/2023,14,5.0,0
2108,2108,2050,0,41.0,87.0,17.8,41.0,5.0,20.6,27.2,9.6,36.4,26.4,5.8,3.8,12.6,41.2,88.6,14.2,38.8,4.0,19.4,23.8,8.0,35.6,26.8,8.0,4.0,11.0,SAC,WAS,3/18/2023,-14,-5.0,1
2109,2109,2287,1,44.2,94.0,14.0,37.8,4.2,17.4,21.2,14.0,36.6,26.4,6.2,5.0,13.8,41.0,89.6,17.6,40.8,5.6,18.6,24.0,8.0,31.8,23.8,7.6,6.0,10.4,UTA,BOS,3/18/2023,-1,4.5,1
2110,2110,150,0,41.6,88.2,16.2,43.4,4.8,18.6,22.8,9.2,33.6,26.6,6.8,4.0,10.4,41.4,90.0,12.8,36.8,4.8,18.0,23.6,12.2,34.8,25.4,6.2,3.4,11.6,BOS,UTA,3/18/2023,1,-4.5,0
2111,2111,2209,1,45.4,93.6,11.6,29.8,4.6,15.0,18.6,13.4,31.8,25.4,11.4,3.2,12.2,41.0,81.2,8.6,25.8,3.8,21.0,24.6,7.6,30.8,25.0,7.2,4.4,15.6,TOR,MIN,3/18/2023,-15,-9.0,1
2112,2112,1577,1,39.8,88.6,11.0,37.0,3.4,22.0,28.2,15.8,34.8,22.4,7.6,3.8,11.4,42.0,88.6,12.2,35.2,5.2,14.4,19.6,8.0,29.8,25.2,6.0,2.8,10.8,NYK,DEN,3/18/2023,-6,-1.0,1
2113,2113,625,0,44.2,85.8,10.2,29.6,4.6,17.2,21.8,9.2,29.6,29.4,7.8,5.0,13.0,44.4,87.8,12.6,33.2,5.2,16.8,20.8,11.8,28.6,27.0,9.6,2.2,13.2,DEN,NYK,3/18/2023,6,1.0,0
2114,2114,784,0,45.2,94.4,16.6,41.0,6.0,15.4,20.8,13.0,34.6,28.8,6.8,5.6,15.0,46.8,97.2,15.0,37.0,3.8,15.8,21.4,12.8,31.8,29.0,8.0,5.0,10.8,GSW,MEM,3/18/2023,14,-1.5,0
2115,2115,1022,1,42.8,85.8,10.0,27.0,3.0,22.6,27.6,11.6,33.0,24.6,7.6,2.8,12.8,42.0,90.0,13.0,32.8,4.8,15.6,19.2,10.6,29.8,25.0,9.8,2.8,12.4,LAC,ORL,3/18/2023,5,-6.5,0
2116,2116,1735,0,44.2,92.0,11.4,31.8,3.2,18.2,24.0,12.0,32.8,25.4,9.4,4.8,14.2,44.8,89.4,13.0,33.8,3.4,17.6,20.0,8.6,31.8,26.8,7.4,5.0,15.4,ORL,LAC,3/18/2023,-5,6.5,1
2117,2117,943,1,45.2,92.6,14.2,38.2,4.2,17.8,22.8,11.8,33.2,29.0,7.2,6.8,12.2,48.2,95.6,11.4,30.8,4.0,16.4,22.8,13.2,32.0,25.6,7.8,5.6,12.2,IND,PHI,3/18/2023,20,4.5,0
2118,2118,1813,0,44.6,83.6,12.8,32.4,4.0,20.4,25.2,10.8,33.6,26.6,8.2,7.0,11.0,38.0,84.4,10.4,33.8,4.4,18.4,24.2,8.4,27.6,22.2,6.2,4.2,11.0,PHI,IND,3/18/2023,-20,-4.5,1
2119,2119,306,1,44.8,89.2,13.4,31.2,4.0,17.4,20.2,9.2,35.0,27.2,9.2,5.2,11.4,39.4,86.6,15.4,39.0,5.0,16.6,23.2,10.0,32.2,27.2,6.2,3.6,14.8,CHI,MIA,3/18/2023,-14,2.5,1
2120,2120,1260,0,41.0,83.8,12.4,33.2,4.0,23.4,27.2,9.4,30.2,23.4,7.8,3.4,14.4,44.4,89.2,16.4,39.6,5.4,12.4,15.8,11.2,30.2,30.6,7.2,5.2,14.6,MIA,CHI,3/18/2023,14,-2.5,0
2121,2121,1179,1,45.2,91.2,14.4,39.4,4.0,14.0,19.0,11.2,33.2,27.8,8.0,4.6,12.8,40.2,89.2,14.6,41.0,4.2,19.6,25.4,11.4,32.8,27.8,5.8,4.6,13.8,MEM,GSW,3/18/2023,-14,1.5,1
2122,2122,1023,0,42.4,87.6,10.0,26.8,3.0,19.8,25.2,12.6,31.2,24.8,8.6,3.0,11.2,39.4,88.0,10.6,31.8,4.2,17.8,21.0,12.4,30.8,23.4,8.6,4.0,13.4,LAC,POR,3/19/2023,-15,-4.5,1
2123,2123,2130,1,44.0,94.4,16.2,38.2,4.6,15.0,21.6,11.8,36.0,29.2,7.2,5.4,14.6,44.2,96.0,11.2,32.2,3.2,19.8,24.4,14.0,36.4,24.2,7.2,4.4,13.0,SAS,ATL,3/19/2023,-8,10.0,1
2124,2124,70,0,46.2,98.6,10.0,30.0,3.4,17.4,21.6,15.4,32.8,22.8,6.0,4.8,12.2,49.4,93.4,12.8,33.0,4.0,12.8,17.8,8.6,34.4,31.0,8.2,7.2,12.2,ATL,SAS,3/19/2023,8,-10.0,0
2125,2125,1972,1,39.6,85.6,12.4,36.2,5.2,18.4,24.6,9.0,30.4,23.2,8.6,4.2,13.4,42.4,86.2,14.4,35.0,4.8,23.4,30.0,13.0,34.6,27.6,9.8,4.8,12.2,POR,LAC,3/19/2023,15,4.5,0
2126,2126,1655,1,40.0,90.4,10.8,31.8,3.6,22.8,26.8,9.4,36.0,20.6,8.2,2.4,11.4,38.6,88.0,12.6,35.8,3.6,18.4,24.8,11.4,36.2,26.4,5.2,6.2,16.2,OKC,PHX,3/19/2023,-4,-1.0,1
2127,2127,1338,1,44.6,88.4,15.0,40.0,4.4,17.0,23.4,8.2,37.0,28.4,5.4,5.8,13.0,46.2,101.4,17.6,41.6,5.6,10.6,13.8,11.6,35.2,29.6,6.8,3.2,10.0,MIL,TOR,3/19/2023,-7,-7.0,0
2128,2128,2210,0,46.8,94.2,11.8,30.2,4.8,14.2,18.2,12.2,33.0,26.2,10.2,3.6,11.2,41.8,83.4,10.6,30.8,4.4,19.4,22.6,7.2,31.4,27.4,6.0,5.2,14.6,TOR,MIL,3/19/2023,7,7.0,0
2129,2129,1893,0,43.6,92.2,10.6,31.8,3.0,16.4,20.2,9.6,31.0,27.0,8.0,4.8,13.4,42.2,84.6,13.0,33.8,4.2,23.4,31.4,9.4,34.0,23.2,8.2,4.0,14.6,PHX,OKC,3/19/2023,4,1.0,0
2130,2130,1736,0,43.6,93.6,10.2,32.6,3.0,16.8,21.2,12.2,34.2,26.0,9.2,4.6,13.8,42.2,87.4,13.0,33.4,3.4,18.8,22.2,8.2,34.2,26.4,6.4,5.2,15.0,ORL,LAL,3/19/2023,6,6.5,1
2131,2131,863,1,40.4,85.6,11.0,32.6,4.0,19.6,25.0,12.0,32.0,22.4,7.4,2.6,13.4,39.6,86.0,12.6,35.4,4.0,21.6,25.8,10.4,28.0,23.0,7.2,5.2,10.8,HOU,NOP,3/19/2023,10,6.0,0
2132,2132,1497,0,40.0,86.4,13.4,35.2,5.0,18.6,23.4,9.8,30.4,26.2,7.6,4.6,13.6,38.8,82.8,11.4,33.0,4.2,23.8,28.4,10.4,34.4,20.4,8.4,2.2,13.8,NOP,HOU,3/19/2023,-10,-6.0,1
2133,2133,705,1,41.2,92.0,11.4,32.6,4.2,12.0,16.8,14.4,28.4,24.2,7.4,4.0,13.0,41.6,86.4,9.4,32.8,3.4,20.6,26.0,12.4,35.0,26.6,7.2,6.2,12.0,DET,MIA,3/19/2023,12,10.0,0
2134,2134,1261,0,40.2,83.2,12.2,35.2,3.6,23.8,27.6,8.8,30.0,25.6,7.2,3.4,13.2,44.0,88.4,14.8,37.4,4.4,11.8,15.0,11.4,31.0,30.8,7.0,4.4,14.6,MIA,DET,3/19/2023,-12,-10.0,1
2135,2135,228,1,38.0,83.8,14.2,38.6,3.8,20.0,26.0,7.8,31.4,24.6,7.8,3.8,11.2,42.4,89.8,11.4,31.6,4.4,18.4,24.2,12.0,36.8,26.2,6.0,4.4,13.2,BKN,DEN,3/19/2023,6,3.0,0
2136,2136,626,0,43.8,83.8,10.0,27.2,4.8,15.8,20.4,8.8,31.4,29.2,6.0,4.8,13.4,41.8,85.4,12.4,33.6,5.2,17.0,20.6,11.0,26.0,26.0,9.6,2.8,11.8,DEN,BKN,3/19/2023,-6,-3.0,1
2137,2137,1102,1,39.2,84.6,11.8,34.2,4.6,22.2,29.0,11.6,32.2,23.4,6.2,3.8,12.6,42.4,91.2,11.2,36.2,3.4,14.0,19.2,12.6,30.8,22.8,7.6,3.2,12.2,LAL,ORL,3/19/2023,-6,-6.5,0
2138,2138,2288,1,45.2,93.2,14.2,36.2,4.4,17.6,20.8,14.0,36.8,28.4,4.8,5.8,13.0,40.8,91.2,17.6,42.2,5.4,19.0,24.6,9.0,30.8,24.6,6.6,5.4,8.4,UTA,SAC,3/20/2023,-8,7.0,1
2139,2139,2051,0,41.0,89.4,18.6,44.4,5.4,18.2,24.8,9.6,37.2,28.2,4.8,4.0,10.8,41.6,88.4,14.8,37.2,4.4,19.8,24.0,7.8,37.4,27.4,6.4,5.0,10.6,SAC,UTA,3/20/2023,8,-7.0,0
2140,2140,1814,1,43.6,85.0,12.6,33.6,4.2,19.6,23.8,10.2,36.6,27.2,8.4,7.8,13.0,37.4,87.2,8.8,33.2,3.2,19.2,24.0,8.2,29.0,21.4,7.4,5.0,11.2,PHI,CHI,3/20/2023,4,-8.5,0
2141,2141,307,0,43.4,90.2,13.2,33.0,3.8,18.8,22.4,8.2,34.4,26.0,9.8,6.2,11.8,39.6,87.0,14.4,38.2,5.4,19.0,24.6,9.6,34.6,27.6,6.8,4.8,16.4,CHI,PHI,3/20/2023,-4,8.5,1
2142,2142,1578,1,41.0,85.4,11.2,32.6,4.2,22.8,27.6,12.6,33.2,22.2,7.4,4.2,12.0,43.4,88.4,13.0,33.6,6.0,14.4,19.6,8.2,28.0,26.4,5.8,3.0,11.4,NYK,MIN,3/20/2023,6,-8.0,0
2143,2143,1419,0,45.4,88.8,12.2,30.6,5.6,20.2,27.2,8.6,33.2,32.0,7.0,5.2,13.4,45.0,90.0,10.0,28.2,4.2,22.8,27.4,9.6,34.6,21.8,8.0,4.2,13.2,MIN,NYK,3/20/2023,-6,8.0,1
2144,2144,785,0,44.8,89.6,15.4,39.6,5.8,16.6,22.4,12.6,31.6,28.4,6.8,6.0,15.6,46.0,95.8,12.8,34.0,3.4,18.0,24.0,14.0,29.2,26.2,9.0,4.0,10.8,GSW,HOU,3/20/2023,-13,-11.5,1
2145,2145,547,0,39.4,84.8,14.2,38.4,4.8,17.4,21.4,8.6,33.0,24.0,4.8,3.6,13.4,42.4,89.8,10.4,32.8,3.2,18.0,25.2,12.8,33.4,23.6,7.2,3.6,11.6,DAL,MEM,3/20/2023,4,4.5,1
2146,2146,864,1,40.0,87.2,9.8,33.0,3.8,21.0,26.4,13.4,32.2,19.6,8.2,2.4,13.6,39.6,86.4,13.0,38.6,4.2,21.6,25.2,11.0,28.2,24.2,8.2,4.6,11.6,HOU,GSW,3/20/2023,13,11.5,0
2147,2147,388,1,38.8,86.0,9.6,30.0,3.4,16.8,22.0,8.2,31.4,24.6,7.6,7.8,13.8,43.0,90.4,9.8,29.4,3.4,20.8,26.4,13.2,34.8,24.0,6.8,5.6,12.6,CHA,IND,3/20/2023,-6,2.5,1
2148,2148,944,0,43.0,89.0,12.4,34.4,4.0,19.0,25.4,12.8,33.4,27.6,5.8,5.0,14.2,46.6,92.2,12.2,33.6,4.0,16.8,23.4,11.2,29.8,27.2,9.0,5.6,11.2,IND,CHA,3/20/2023,6,-2.5,0
2149,2149,1180,1,45.2,91.8,14.4,38.8,3.6,14.0,19.4,12.4,33.0,27.0,7.6,4.2,12.8,40.2,89.0,13.8,39.6,4.2,20.4,24.8,11.0,32.0,27.2,6.0,4.8,14.0,MEM,DAL,3/20/2023,-4,-4.5,0
2150,2150,2368,0,39.2,83.8,8.8,29.8,3.2,19.6,23.0,7.6,32.4,24.4,6.2,5.8,12.2,43.6,86.4,11.8,29.2,3.8,17.0,21.0,10.2,32.4,27.8,7.4,6.4,10.4,WAS,ORL,3/21/2023,10,1.5,0
2151,2151,1737,1,42.6,89.8,10.0,30.6,3.4,18.2,22.2,10.6,33.4,24.6,8.6,3.6,13.2,42.2,85.2,12.8,32.4,3.4,18.6,22.8,8.0,34.0,28.6,6.2,5.6,14.4,ORL,WAS,3/21/2023,-10,-1.5,1
2152,2152,1498,1,42.2,86.4,13.0,33.2,4.8,19.2,24.2,9.2,32.2,27.8,8.6,4.2,12.4,37.4,84.2,12.2,35.6,4.2,20.6,25.8,11.6,33.0,21.4,7.8,2.4,14.4,NOP,SAS,3/21/2023,-35,-13.5,1
2153,2153,2052,1,39.6,84.8,17.8,43.2,4.6,18.8,26.0,8.6,37.6,27.0,4.6,4.4,11.8,41.4,89.6,15.4,39.4,4.4,19.4,24.2,9.0,36.2,28.2,7.8,4.8,9.2,SAC,BOS,3/21/2023,23,5.0,0
2154,2154,151,0,41.0,87.6,15.8,43.8,4.8,19.8,25.0,10.4,33.0,26.2,7.4,3.4,9.8,39.2,86.2,14.2,38.8,4.8,17.8,24.6,11.6,34.2,25.6,6.0,3.4,12.4,BOS,SAC,3/21/2023,-23,-5.0,1
2155,2155,2131,0,43.4,94.2,16.8,39.2,4.4,14.4,21.6,11.8,33.4,28.8,8.2,4.6,13.8,46.0,93.2,11.2,29.2,3.4,19.6,24.4,12.6,36.6,25.2,7.2,4.2,14.4,SAS,NOP,3/21/2023,35,13.5,0
2156,2156,71,1,46.6,98.6,9.8,31.4,3.0,19.8,25.0,17.0,34.2,23.0,5.2,5.2,11.2,48.2,94.0,14.0,35.6,4.2,14.0,19.0,9.0,32.4,29.6,8.2,6.4,11.2,ATL,DET,3/21/2023,-22,-13.5,1
2157,2157,1656,0,40.4,93.0,11.0,33.6,3.4,20.0,23.2,11.0,36.2,21.0,6.4,2.8,11.4,40.0,89.0,11.4,35.2,3.2,17.6,25.2,12.2,36.0,26.0,6.4,5.8,14.4,OKC,LAC,3/21/2023,-1,6.5,1
2158,2158,229,1,37.8,84.0,12.8,38.4,3.4,18.8,24.0,9.2,30.2,25.6,7.6,3.8,11.6,41.2,86.8,12.4,31.4,4.8,18.2,22.6,11.2,35.0,25.0,5.2,3.8,13.2,BKN,CLE,3/21/2023,6,4.0,0
2159,2159,469,0,43.2,86.0,10.6,29.2,3.8,18.0,23.6,9.6,26.0,24.2,7.4,4.2,10.4,39.8,79.8,10.0,27.2,3.0,17.0,21.4,10.2,33.0,24.8,6.0,6.0,17.6,CLE,BKN,3/21/2023,-6,-4.0,1
2160,2160,1024,1,42.8,90.6,10.0,29.0,3.0,17.4,23.2,13.2,31.0,24.4,8.6,2.6,10.4,39.8,87.4,10.0,32.8,3.8,17.8,21.0,11.8,32.6,23.0,6.6,4.4,13.2,LAC,OKC,3/21/2023,1,-6.5,0
2161,2161,706,0,40.0,91.4,11.8,33.8,4.4,12.4,16.2,13.8,27.6,23.2,7.6,3.0,12.4,41.8,86.8,10.4,33.4,3.6,20.8,26.4,13.0,35.0,27.0,6.8,6.2,11.0,DET,ATL,3/21/2023,22,13.5,0
2162,2162,2369,1,41.2,84.4,8.4,29.8,2.8,18.2,21.6,8.4,32.0,24.6,6.2,5.6,11.8,43.8,87.0,12.6,29.8,4.4,17.0,20.6,10.6,31.8,27.6,7.6,4.8,10.8,WAS,DEN,3/22/2023,14,9.0,0
2163,2163,627,0,43.2,82.4,10.6,27.4,5.0,16.0,19.8,8.0,30.6,29.4,6.6,3.6,12.4,42.2,86.0,9.8,30.0,4.4,15.2,19.0,12.2,26.6,23.6,8.2,3.2,11.6,DEN,WAS,3/22/2023,-14,-9.0,1
2164,2164,2289,1,43.2,92.0,13.8,36.4,4.4,18.8,23.8,13.2,38.6,27.8,4.2,5.2,13.0,41.0,91.0,17.0,43.6,5.4,19.8,24.4,8.0,33.2,26.0,6.6,5.6,8.0,UTA,POR,3/22/2023,12,-5.5,0
2165,2165,2211,1,45.4,93.6,11.2,31.4,4.6,18.0,23.4,12.8,33.0,24.6,9.6,4.4,10.6,41.4,82.8,10.2,29.0,4.0,19.8,23.8,7.8,31.6,27.2,5.2,4.6,14.2,TOR,IND,3/22/2023,4,-8.5,0
2166,2166,945,0,43.0,85.8,12.8,31.6,4.0,18.0,23.6,10.8,31.6,28.2,5.2,4.8,15.0,45.8,91.2,11.4,33.6,4.0,19.0,25.8,11.4,29.2,26.4,9.8,5.6,10.8,IND,TOR,3/22/2023,-4,8.5,1
2167,2167,1420,1,43.6,88.8,12.0,30.2,5.4,21.8,28.4,9.8,33.0,29.6,6.0,3.8,13.6,45.2,87.6,11.6,29.0,4.8,22.6,26.8,7.8,34.4,24.0,8.0,4.6,13.4,MIN,ATL,3/22/2023,-1,-3.5,0
2168,2168,72,0,45.6,95.6,10.2,29.8,3.0,21.2,26.8,16.2,33.6,23.8,5.6,5.6,12.4,46.8,93.4,12.2,32.4,3.6,16.8,22.4,10.2,31.6,28.0,8.4,5.8,11.8,ATL,MIN,3/22/2023,1,3.5,1
2169,2169,1339,1,46.2,88.0,13.8,38.4,4.2,17.8,26.0,8.8,37.6,27.6,5.6,5.2,12.6,44.2,97.6,14.8,38.4,5.0,11.2,15.6,9.6,33.4,28.2,5.8,3.6,10.8,MIL,SAS,3/22/2023,-36,-19.0,1
2170,2170,2132,0,41.0,95.8,14.2,38.8,4.0,14.2,22.0,12.0,33.0,26.2,8.4,4.4,14.8,47.4,93.4,12.2,32.0,3.8,19.0,25.0,12.0,39.6,25.2,7.8,4.6,15.6,SAS,MIL,3/22/2023,36,19.0,0
2171,2171,1973,0,40.2,88.2,12.0,37.2,4.4,19.2,24.6,9.4,31.4,24.0,9.2,4.6,13.2,41.6,86.0,14.4,36.0,4.8,24.0,31.4,12.0,36.6,27.4,9.2,5.0,13.8,POR,UTA,3/22/2023,-12,5.5,1
2172,2172,1579,0,43.0,83.8,13.0,34.4,4.8,22.0,27.2,10.4,33.0,23.8,7.8,4.6,13.4,44.0,86.8,14.2,33.2,6.2,16.2,21.6,7.2,27.0,27.6,7.0,2.4,11.8,NYK,MIA,3/22/2023,7,2.0,0
2173,2173,1181,1,46.6,92.6,14.4,38.6,3.4,16.4,22.2,13.4,29.8,27.8,7.4,4.4,12.0,42.8,89.6,13.8,37.0,4.0,22.6,27.8,13.4,31.0,28.0,6.6,4.8,14.6,MEM,HOU,3/22/2023,-5,-12.0,0
2174,2174,865,0,41.6,87.8,10.0,32.6,3.6,20.4,25.6,14.4,31.2,19.6,7.6,2.6,14.8,40.8,86.4,13.0,37.4,4.0,23.4,27.6,11.4,27.4,25.8,8.4,4.4,11.0,HOU,MEM,3/22/2023,5,12.0,1
2175,2175,1103,1,38.4,80.8,11.0,30.4,4.0,27.4,34.8,10.6,33.0,24.0,6.4,3.8,13.0,42.4,91.6,11.4,35.0,3.6,13.6,19.0,12.6,29.4,23.8,7.4,3.8,13.4,LAL,PHX,3/22/2023,-11,-1.0,1
2176,2176,1894,0,43.2,92.4,10.4,29.2,3.0,15.8,19.8,10.6,29.8,25.6,7.2,5.4,14.0,41.8,81.6,11.6,30.2,4.0,24.4,33.2,8.8,34.0,24.8,7.6,4.0,14.2,PHX,LAL,3/22/2023,11,1.0,0
2177,2177,548,1,40.4,85.6,14.6,37.8,5.2,18.4,22.4,8.2,31.0,24.4,5.4,3.4,13.2,44.2,90.6,10.8,33.0,3.2,17.0,24.0,12.8,33.2,25.2,7.2,3.6,12.0,DAL,GSW,3/22/2023,2,3.5,1
2178,2178,786,0,45.8,91.0,14.0,39.6,5.0,16.8,21.2,13.0,31.8,29.4,6.6,5.8,15.4,45.6,94.6,15.4,37.8,4.2,18.8,25.2,12.2,27.8,26.6,8.8,3.6,10.0,GSW,DAL,3/22/2023,-2,-3.5,0
2179,2179,308,1,41.4,89.6,11.4,31.6,3.6,19.0,22.4,8.6,33.6,24.6,9.8,5.2,12.8,39.2,86.4,14.4,38.8,5.4,20.8,26.4,10.6,35.8,28.0,6.6,5.0,16.2,CHI,PHI,3/22/2023,25,1.5,0
2180,2180,1815,0,43.2,85.4,13.6,35.2,4.4,20.2,24.4,10.6,36.6,27.4,9.0,6.6,14.4,37.4,87.0,8.8,33.0,3.2,18.8,23.8,10.0,28.6,21.2,8.0,4.8,13.2,PHI,CHI,3/22/2023,-25,-1.5,1
